rowId,gasDay,zoneCode,zoneName,largeUser,distribution,other,total
1,2022-01-01,DM,Dampier,176.6,0,2.8,179.4
2,2022-01-01,GO,Goldfields,45.2,0.4,55.5,101.1
3,2022-01-01,KG,Kalgoorlie,18.8,0.3,3.3,22.4
4,2022-01-01,KA,Karratha,40.9,0,0.7,41.6
5,2022-01-01,MT,Metro,248.1,24.8,6.9,279.8
6,2022-01-01,MW,Mid-West,0,0,1.2,1.2
7,2022-01-01,PR,Parmelia,2.9,8.4,3.8,15.1
8,2022-01-01,PI,Pilbara,66.2,0,0,66.2
9,2022-01-01,SW,South-West,232.3,12.8,5.1,250.2
10,2022-01-01,TL,Telfer,20.3,0,0.5,20.8
11,2022-01-02,DM,Dampier,131.8,0,3.2,135
12,2022-01-02,GO,Goldfields,45.2,0.4,60.7,106.3
13,2022-01-02,KG,Kalgoorlie,18.8,0.3,3.3,22.4
14,2022-01-02,KA,Karratha,41.9,0,0.4,42.3
15,2022-01-02,MT,Metro,260,26.8,7,293.8
16,2022-01-02,MW,Mid-West,0,0,1.3,1.3
17,2022-01-02,PR,Parmelia,2,7.5,3.7,13.2
18,2022-01-02,PI,Pilbara,69,0,0,69
19,2022-01-02,SW,South-West,251.3,12.7,10.2,274.2
20,2022-01-02,TL,Telfer,23.2,0,0.5,23.7
21,2022-01-03,DM,Dampier,152.9,0,2.6,155.5
22,2022-01-03,GO,Goldfields,43.1,0.5,57.3,100.9
23,2022-01-03,KG,Kalgoorlie,17.9,0.3,3.3,21.5
24,2022-01-03,KA,Karratha,41.9,0,0.4,42.3
25,2022-01-03,MT,Metro,228.9,25.2,8.6,262.7
26,2022-01-03,MW,Mid-West,0,0,1.3,1.3
27,2022-01-03,PR,Parmelia,1.8,11.1,4.2,17.1
28,2022-01-03,PI,Pilbara,64.3,0,0,64.3
29,2022-01-03,SW,South-West,246,13,11.6,270.6
30,2022-01-03,TL,Telfer,23.2,0,0.5,23.7
31,2022-01-04,DM,Dampier,172.4,0,3.3,175.7
32,2022-01-04,GO,Goldfields,40.4,0.5,58,98.9
33,2022-01-04,KG,Kalgoorlie,18.7,0.3,3.3,22.3
34,2022-01-04,KA,Karratha,42,0,0,42
35,2022-01-04,MT,Metro,270,27.6,6.9,304.5
36,2022-01-04,MW,Mid-West,0,0,1.6,1.6
37,2022-01-04,PR,Parmelia,2.3,14.6,4.4,21.3
38,2022-01-04,PI,Pilbara,63.2,0,0,63.2
39,2022-01-04,SW,South-West,255.7,13.2,5.1,274
40,2022-01-04,TL,Telfer,23.2,0,0.5,23.7
41,2022-01-05,DM,Dampier,172.2,0,3.5,175.7
42,2022-01-05,GO,Goldfields,47.3,0.4,58.1,105.8
43,2022-01-05,KG,Kalgoorlie,22.5,0.3,3.3,26.1
44,2022-01-05,KA,Karratha,38.6,0,0.9,39.5
45,2022-01-05,MT,Metro,257.9,25.4,6.9,290.2
46,2022-01-05,MW,Mid-West,0,0,1.9,1.9
47,2022-01-05,PR,Parmelia,2.3,13.7,5.4,21.4
48,2022-01-05,PI,Pilbara,59.1,0,0,59.1
49,2022-01-05,SW,South-West,246.5,12.2,3,261.7
50,2022-01-05,TL,Telfer,22.8,0,0.5,23.3
51,2022-01-06,DM,Dampier,166.8,0,3.3,170.1
52,2022-01-06,GO,Goldfields,48.4,0.4,59.3,108.1
53,2022-01-06,KG,Kalgoorlie,23.4,0.3,3.3,27
54,2022-01-06,KA,Karratha,43.9,0,0.1,44
55,2022-01-06,MT,Metro,264.8,25.9,6.5,297.2
56,2022-01-06,MW,Mid-West,0,0,2.1,2.1
57,2022-01-06,PR,Parmelia,2.8,15.4,5.7,23.9
58,2022-01-06,PI,Pilbara,57.4,0,0,57.4
59,2022-01-06,SW,South-West,256.1,12,2.5,270.6
60,2022-01-06,TL,Telfer,22.8,0,0.5,23.3
61,2022-01-07,DM,Dampier,162.6,0,2.6,165.2
62,2022-01-07,GO,Goldfields,48.8,0.4,59,108.2
63,2022-01-07,KG,Kalgoorlie,21.2,0.3,3.3,24.8
64,2022-01-07,KA,Karratha,43.2,0,0.4,43.6
65,2022-01-07,MT,Metro,268.7,25.9,9.1,303.7
66,2022-01-07,MW,Mid-West,0,0,2.4,2.4
67,2022-01-07,PR,Parmelia,3.7,14.1,4.7,22.5
68,2022-01-07,PI,Pilbara,57.2,0,0,57.2
69,2022-01-07,SW,South-West,264.2,12.3,0.2,276.7
70,2022-01-07,TL,Telfer,17.2,0,0.5,17.7
71,2022-01-08,DM,Dampier,166.7,0,3.5,170.2
72,2022-01-08,GO,Goldfields,48.2,0.4,58.4,107
73,2022-01-08,KG,Kalgoorlie,17.2,0.3,3,20.5
74,2022-01-08,KA,Karratha,39,0,0.8,39.8
75,2022-01-08,MT,Metro,235.7,25.8,9.6,271.1
76,2022-01-08,MW,Mid-West,0,0,2.8,2.8
77,2022-01-08,PR,Parmelia,3.6,15.7,4.6,23.9
78,2022-01-08,PI,Pilbara,58.1,0,0,58.1
79,2022-01-08,SW,South-West,242.6,11.4,2.3,256.3
80,2022-01-08,TL,Telfer,19.8,0,0.5,20.3
81,2022-01-09,DM,Dampier,173.1,0,3.4,176.5
82,2022-01-09,GO,Goldfields,49.9,0.4,57.9,108.2
83,2022-01-09,KG,Kalgoorlie,17.3,0.3,3,20.6
84,2022-01-09,KA,Karratha,40.6,0,0.5,41.1
85,2022-01-09,MT,Metro,246.7,26.2,9.5,282.4
86,2022-01-09,MW,Mid-West,0,0,1.5,1.5
87,2022-01-09,PR,Parmelia,3.3,16.7,4.7,24.7
88,2022-01-09,PI,Pilbara,56.3,0,0,56.3
89,2022-01-09,SW,South-West,243.8,11.1,2.4,257.3
90,2022-01-09,TL,Telfer,20.4,0,0.5,20.9
91,2022-01-10,DM,Dampier,165.1,0,2.5,167.6
92,2022-01-10,GO,Goldfields,49.4,0.3,56,105.7
93,2022-01-10,KG,Kalgoorlie,17.9,0.3,2.8,21
94,2022-01-10,KA,Karratha,42.2,0,0.3,42.5
95,2022-01-10,MT,Metro,239.3,30.3,9.5,279.1
96,2022-01-10,MW,Mid-West,0,0,1.7,1.7
97,2022-01-10,PR,Parmelia,3.9,17.9,3.9,25.7
98,2022-01-10,PI,Pilbara,61.8,0,0,61.8
99,2022-01-10,SW,South-West,256.9,9.6,2.6,269.1
100,2022-01-10,TL,Telfer,21.6,0,0.5,22.1
101,2022-01-11,DM,Dampier,153.9,0,3.1,157
102,2022-01-11,GO,Goldfields,49.2,0.4,57,106.6
103,2022-01-11,KG,Kalgoorlie,18.9,0.3,1,20.2
104,2022-01-11,KA,Karratha,40.2,0,1,41.2
105,2022-01-11,MT,Metro,240.9,28.6,8.7,278.2
106,2022-01-11,MW,Mid-West,0,0,1.3,1.3
107,2022-01-11,PR,Parmelia,3.5,14.9,3.3,21.7
108,2022-01-11,PI,Pilbara,66.6,0,0,66.6
109,2022-01-11,SW,South-West,253.8,10.5,2.4,266.7
110,2022-01-11,TL,Telfer,18.4,0,0.5,18.9
111,2022-01-12,DM,Dampier,157.8,0,3.3,161.1
112,2022-01-12,GO,Goldfields,51.5,0.5,60.1,112.1
113,2022-01-12,KG,Kalgoorlie,18.2,0.3,1,19.5
114,2022-01-12,KA,Karratha,42.3,0,0.3,42.6
115,2022-01-12,MT,Metro,239.2,33,9.4,281.6
116,2022-01-12,MW,Mid-West,0,0,1.6,1.6
117,2022-01-12,PR,Parmelia,3,15.2,3.1,21.3
118,2022-01-12,PI,Pilbara,70.6,0,0,70.6
119,2022-01-12,SW,South-West,256.7,12.3,2.4,271.4
120,2022-01-12,TL,Telfer,22.8,0,0.5,23.3
121,2022-01-13,DM,Dampier,158.5,0,2.9,161.4
122,2022-01-13,GO,Goldfields,52.8,0.5,58.7,112
123,2022-01-13,KG,Kalgoorlie,18.6,0.3,1,19.9
124,2022-01-13,KA,Karratha,43.7,0,0.4,44.1
125,2022-01-13,MT,Metro,232.5,31.5,9.6,273.6
126,2022-01-13,MW,Mid-West,0,0,1.7,1.7
127,2022-01-13,PR,Parmelia,2.9,17.7,3.1,23.7
128,2022-01-13,PI,Pilbara,65.6,0,0,65.6
129,2022-01-13,SW,South-West,241.4,12.4,2.6,256.4
130,2022-01-13,TL,Telfer,23,0,0.5,23.5
131,2022-01-14,DM,Dampier,163.3,0,3.2,166.5
132,2022-01-14,GO,Goldfields,57.3,0.4,60.9,118.6
133,2022-01-14,KG,Kalgoorlie,17.8,0.3,1,19.1
134,2022-01-14,KA,Karratha,45.2,0,0.5,45.7
135,2022-01-14,MT,Metro,238.3,29.5,9.5,277.3
136,2022-01-14,MW,Mid-West,0,0,2.8,2.8
137,2022-01-14,PR,Parmelia,3,17.7,4.5,25.2
138,2022-01-14,PI,Pilbara,66.7,0,0,66.7
139,2022-01-14,SW,South-West,242.1,13.2,2.7,258
140,2022-01-14,TL,Telfer,22.1,0,0.5,22.6
141,2022-01-15,DM,Dampier,167.8,0,2.7,170.5
142,2022-01-15,GO,Goldfields,54.5,0.5,60,115
143,2022-01-15,KG,Kalgoorlie,17,0.3,1,18.3
144,2022-01-15,KA,Karratha,41,0,0.6,41.6
145,2022-01-15,MT,Metro,238.4,28.4,9.3,276.1
146,2022-01-15,MW,Mid-West,0,0,2.2,2.2
147,2022-01-15,PR,Parmelia,3.3,15.4,4.7,23.4
148,2022-01-15,PI,Pilbara,62.6,0,0,62.6
149,2022-01-15,SW,South-West,248.3,12.6,2.8,263.7
150,2022-01-15,TL,Telfer,22.3,0,0.5,22.8
151,2022-01-16,DM,Dampier,168.5,0,3.4,171.9
152,2022-01-16,GO,Goldfields,51.2,0.4,61.7,113.3
153,2022-01-16,KG,Kalgoorlie,17.1,0.3,1,18.4
154,2022-01-16,KA,Karratha,39.6,0,0.6,40.2
155,2022-01-16,MT,Metro,243.3,31.7,7.2,282.2
156,2022-01-16,MW,Mid-West,0,0,1.6,1.6
157,2022-01-16,PR,Parmelia,3.3,15.6,4.9,23.8
158,2022-01-16,PI,Pilbara,61,0,0,61
159,2022-01-16,SW,South-West,252.4,12.9,3.2,268.5
160,2022-01-16,TL,Telfer,18,0,0.5,18.5
161,2022-01-17,DM,Dampier,166.9,0,2.8,169.7
162,2022-01-17,GO,Goldfields,44.4,0.4,61.1,105.9
163,2022-01-17,KG,Kalgoorlie,18.4,0.4,1,19.8
164,2022-01-17,KA,Karratha,40.5,0,0.3,40.8
165,2022-01-17,MT,Metro,232.1,31.7,5.8,269.6
166,2022-01-17,MW,Mid-West,0,0,1.5,1.5
167,2022-01-17,PR,Parmelia,2.9,15.6,5,23.5
168,2022-01-17,PI,Pilbara,54.5,0,0,54.5
169,2022-01-17,SW,South-West,248.2,14.5,3.1,265.8
170,2022-01-17,TL,Telfer,15,0,0.5,15.5
171,2022-01-18,DM,Dampier,169.9,0,3.3,173.2
172,2022-01-18,GO,Goldfields,51.1,0.4,59.6,111.1
173,2022-01-18,KG,Kalgoorlie,23.7,0.4,1,25.1
174,2022-01-18,KA,Karratha,40.9,0,0.3,41.2
175,2022-01-18,MT,Metro,311.9,27.7,7,346.6
176,2022-01-18,MW,Mid-West,0,0,1.4,1.4
177,2022-01-18,PR,Parmelia,3.2,14.8,4.2,22.2
178,2022-01-18,PI,Pilbara,63.7,0,0,63.7
179,2022-01-18,SW,South-West,281.7,12.2,3.3,297.2
180,2022-01-18,TL,Telfer,20.5,0,0.5,21
181,2022-01-19,DM,Dampier,165.9,0,2.6,168.5
182,2022-01-19,GO,Goldfields,45.6,0.4,55.6,101.6
183,2022-01-19,KG,Kalgoorlie,25.1,0.4,0.8,26.3
184,2022-01-19,KA,Karratha,43.4,0,0.3,43.7
185,2022-01-19,MT,Metro,316.9,26.6,8.2,351.7
186,2022-01-19,MW,Mid-West,0,0,1.5,1.5
187,2022-01-19,PR,Parmelia,3.2,14.5,3.6,21.3
188,2022-01-19,PI,Pilbara,62.6,0,0,62.6
189,2022-01-19,SW,South-West,275.5,11.9,1.4,288.8
190,2022-01-19,TL,Telfer,22.4,0,0.5,22.9
191,2022-01-20,DM,Dampier,156.2,0,3.4,159.6
192,2022-01-20,GO,Goldfields,47.2,0.4,53.3,100.9
193,2022-01-20,KG,Kalgoorlie,26.4,0.3,0.8,27.5
194,2022-01-20,KA,Karratha,41.2,0,0.5,41.7
195,2022-01-20,MT,Metro,321.5,26.6,9.3,357.4
196,2022-01-20,MW,Mid-West,0,0,2.5,2.5
197,2022-01-20,PR,Parmelia,2.9,13.8,3.5,20.2
198,2022-01-20,PI,Pilbara,65.3,0,0,65.3
199,2022-01-20,SW,South-West,256.9,12.1,2.2,271.2
200,2022-01-20,TL,Telfer,22.8,0,0.5,23.3
201,2022-01-21,DM,Dampier,159.6,0,2.9,162.5
202,2022-01-21,GO,Goldfields,48,0.4,52.8,101.2
203,2022-01-21,KG,Kalgoorlie,27.7,0.3,0.8,28.8
204,2022-01-21,KA,Karratha,38.5,0,0.4,38.9
205,2022-01-21,MT,Metro,318.9,24.2,9.4,352.5
206,2022-01-21,MW,Mid-West,0,0,2.8,2.8
207,2022-01-21,PR,Parmelia,3,12.4,3.5,18.9
208,2022-01-21,PI,Pilbara,65.2,0,0,65.2
209,2022-01-21,SW,South-West,276.6,11.6,3,291.2
210,2022-01-21,TL,Telfer,22.9,0,0.5,23.4
211,2022-01-22,DM,Dampier,163.1,0,3.3,166.4
212,2022-01-22,GO,Goldfields,48.8,0.4,52.3,101.5
213,2022-01-22,KG,Kalgoorlie,25.9,0.3,0.8,27
214,2022-01-22,KA,Karratha,42.6,0,0.7,43.3
215,2022-01-22,MT,Metro,289.1,22.5,9.4,321
216,2022-01-22,MW,Mid-West,0,0,2.4,2.4
217,2022-01-22,PR,Parmelia,3.3,11.8,3.7,18.8
218,2022-01-22,PI,Pilbara,66.1,0,0,66.1
219,2022-01-22,SW,South-West,262,10.8,3,275.8
220,2022-01-22,TL,Telfer,22.6,0,0.5,23.1
221,2022-01-23,DM,Dampier,162.1,0,3.7,165.8
222,2022-01-23,GO,Goldfields,49.2,0.4,53.9,103.5
223,2022-01-23,KG,Kalgoorlie,22.2,0.3,0.8,23.3
224,2022-01-23,KA,Karratha,43.2,0,0.4,43.6
225,2022-01-23,MT,Metro,273.6,22.2,7,302.8
226,2022-01-23,MW,Mid-West,0,0,2.5,2.5
227,2022-01-23,PR,Parmelia,3.2,12.3,4,19.5
228,2022-01-23,PI,Pilbara,64.1,0,0,64.1
229,2022-01-23,SW,South-West,241.1,11,3.3,255.4
230,2022-01-23,TL,Telfer,23.1,0,0.5,23.6
231,2022-01-24,DM,Dampier,166.1,0,3,169.1
232,2022-01-24,GO,Goldfields,43.5,0.5,52,96
233,2022-01-24,KG,Kalgoorlie,17.9,0.3,0.8,19
234,2022-01-24,KA,Karratha,42.6,0,0.2,42.8
235,2022-01-24,MT,Metro,236.7,33.4,7.4,277.5
236,2022-01-24,MW,Mid-West,0,0,2.7,2.7
237,2022-01-24,PR,Parmelia,3.1,14,5.1,22.2
238,2022-01-24,PI,Pilbara,64.8,0,0,64.8
239,2022-01-24,SW,South-West,228.6,12.4,2.9,243.9
240,2022-01-24,TL,Telfer,22.7,0,0.5,23.2
241,2022-01-25,DM,Dampier,167.7,0,3.1,170.8
242,2022-01-25,GO,Goldfields,42.4,0.4,57.7,100.5
243,2022-01-25,KG,Kalgoorlie,18.4,0.3,0.8,19.5
244,2022-01-25,KA,Karratha,40.8,0,0.5,41.3
245,2022-01-25,MT,Metro,244.1,32.9,9.3,286.3
246,2022-01-25,MW,Mid-West,0,0,1.8,1.8
247,2022-01-25,PR,Parmelia,3.4,13.7,5,22.1
248,2022-01-25,PI,Pilbara,58.2,0,0,58.2
249,2022-01-25,SW,South-West,218.6,12.4,6,237
250,2022-01-25,TL,Telfer,22.9,0,0.5,23.4
251,2022-01-26,DM,Dampier,165.1,0,3.3,168.4
252,2022-01-26,GO,Goldfields,43.6,0.4,58.7,102.7
253,2022-01-26,KG,Kalgoorlie,18.9,0.4,1,20.3
254,2022-01-26,KA,Karratha,36.6,0,1,37.6
255,2022-01-26,MT,Metro,246.2,30.4,9.5,286.1
256,2022-01-26,MW,Mid-West,0,0,3.3,3.3
257,2022-01-26,PR,Parmelia,3.3,12.9,4.9,21.1
258,2022-01-26,PI,Pilbara,56.6,0,0,56.6
259,2022-01-26,SW,South-West,234,12.7,2.6,249.3
260,2022-01-26,TL,Telfer,23.3,0,0.5,23.8
261,2022-01-27,DM,Dampier,157.7,0,2.9,160.6
262,2022-01-27,GO,Goldfields,43.6,0.4,58.3,102.3
263,2022-01-27,KG,Kalgoorlie,19.1,0.4,1,20.5
264,2022-01-27,KA,Karratha,39.6,0,0,39.6
265,2022-01-27,MT,Metro,245.8,34.9,9.4,290.1
266,2022-01-27,MW,Mid-West,0,0,3.1,3.1
267,2022-01-27,PR,Parmelia,3.3,14.1,4.9,22.3
268,2022-01-27,PI,Pilbara,60.5,0,0,60.5
269,2022-01-27,SW,South-West,234.9,13,2.7,250.6
270,2022-01-27,TL,Telfer,21.9,0,0.5,22.4
271,2022-01-28,DM,Dampier,156.5,0,2.7,159.2
272,2022-01-28,GO,Goldfields,41.7,0.4,57.6,99.7
273,2022-01-28,KG,Kalgoorlie,18.7,0.3,1,20
274,2022-01-28,KA,Karratha,38.7,0,0.4,39.1
275,2022-01-28,MT,Metro,255.6,28.9,9.4,293.9
276,2022-01-28,MW,Mid-West,0,0,3,3
277,2022-01-28,PR,Parmelia,3.3,16.3,4.1,23.7
278,2022-01-28,PI,Pilbara,62.6,0,0,62.6
279,2022-01-28,SW,South-West,254.5,13.3,1,268.8
280,2022-01-28,TL,Telfer,19.8,0,0.4,20.2
281,2022-01-29,DM,Dampier,169.4,0,2.6,172
282,2022-01-29,GO,Goldfields,42.5,0.4,57.6,100.5
283,2022-01-29,KG,Kalgoorlie,26,0.3,1,27.3
284,2022-01-29,KA,Karratha,37.9,0,0.8,38.7
285,2022-01-29,MT,Metro,300.6,24.2,9.4,334.2
286,2022-01-29,MW,Mid-West,0,0,3.1,3.1
287,2022-01-29,PR,Parmelia,3.3,13.6,3.9,20.8
288,2022-01-29,PI,Pilbara,66.8,0,0,66.8
289,2022-01-29,SW,South-West,256,11.8,0.3,268.1
290,2022-01-29,TL,Telfer,22.6,0,0.5,23.1
291,2022-01-30,DM,Dampier,168.4,0,3.5,171.9
292,2022-01-30,GO,Goldfields,44.6,0.5,58.3,103.4
293,2022-01-30,KG,Kalgoorlie,18.4,0.3,1,19.7
294,2022-01-30,KA,Karratha,37.5,0,0.3,37.8
295,2022-01-30,MT,Metro,253.3,28.6,9.3,291.2
296,2022-01-30,MW,Mid-West,0,0,2.8,2.8
297,2022-01-30,PR,Parmelia,3.4,14.6,4,22
298,2022-01-30,PI,Pilbara,63.6,0,0,63.6
299,2022-01-30,SW,South-West,230.5,12.5,0.3,243.3
300,2022-01-30,TL,Telfer,23.5,0,0.5,24
301,2022-01-31,DM,Dampier,165.7,0,2.5,168.2
302,2022-01-31,GO,Goldfields,46.7,0.5,59.1,106.3
303,2022-01-31,KG,Kalgoorlie,17.6,0.4,1,19
304,2022-01-31,KA,Karratha,40.3,0,0,40.3
305,2022-01-31,MT,Metro,238.7,34.7,7.1,280.5
306,2022-01-31,MW,Mid-West,0,0,1.5,1.5
307,2022-01-31,PR,Parmelia,3.3,16,4.3,23.6
308,2022-01-31,PI,Pilbara,60.7,0,0,60.7
309,2022-01-31,SW,South-West,226.5,12.9,0.3,239.7
310,2022-01-31,TL,Telfer,23.3,0,0.5,23.8
311,2022-02-01,DM,Dampier,162.6,0,3.4,166
312,2022-02-01,GO,Goldfields,47.2,0.3,56.8,104.3
313,2022-02-01,KG,Kalgoorlie,17.1,0.4,0.5,18
314,2022-02-01,KA,Karratha,38.9,0,0.3,39.2
315,2022-02-01,MT,Metro,230.7,33.6,6.8,271.1
316,2022-02-01,MW,Mid-West,0,0,1.4,1.4
317,2022-02-01,PR,Parmelia,3.4,16.6,4.3,24.3
318,2022-02-01,PI,Pilbara,61.8,0,0,61.8
319,2022-02-01,SW,South-West,210,13,0.3,223.3
320,2022-02-01,TL,Telfer,22.5,0,0.4,22.9
321,2022-02-02,DM,Dampier,160,0,3.1,163.1
322,2022-02-02,GO,Goldfields,48,0.4,55.5,103.9
323,2022-02-02,KG,Kalgoorlie,18.9,0.4,0.5,19.8
324,2022-02-02,KA,Karratha,38,0,0.1,38.1
325,2022-02-02,MT,Metro,252.4,34.4,6.6,293.4
326,2022-02-02,MW,Mid-West,0,0,1.6,1.6
327,2022-02-02,PR,Parmelia,3.8,16.6,4.8,25.2
328,2022-02-02,PI,Pilbara,60.8,0,0,60.8
329,2022-02-02,SW,South-West,209.6,13.2,0.3,223.1
330,2022-02-02,TL,Telfer,22.5,0,0.4,22.9
331,2022-02-03,DM,Dampier,157.4,0,3.6,161
332,2022-02-03,GO,Goldfields,49.3,0.3,57.4,107
333,2022-02-03,KG,Kalgoorlie,25.8,0.4,1.2,27.4
334,2022-02-03,KA,Karratha,37.2,0,0.1,37.3
335,2022-02-03,MT,Metro,300.5,30.3,6.7,337.5
336,2022-02-03,MW,Mid-West,0,0,2.6,2.6
337,2022-02-03,PR,Parmelia,3.5,14.6,4.6,22.7
338,2022-02-03,PI,Pilbara,55,0,0,55
339,2022-02-03,SW,South-West,248.6,12.7,0.2,261.5
340,2022-02-03,TL,Telfer,22.7,0,0.4,23.1
341,2022-02-04,DM,Dampier,160.2,0,2.7,162.9
342,2022-02-04,GO,Goldfields,47,0.4,58.6,106
343,2022-02-04,KG,Kalgoorlie,28.6,0.4,1.2,30.2
344,2022-02-04,KA,Karratha,39.5,0,0.2,39.7
345,2022-02-04,MT,Metro,309.5,26.4,6.7,342.6
346,2022-02-04,MW,Mid-West,0,0,3.4,3.4
347,2022-02-04,PR,Parmelia,3.6,13.2,4.8,21.6
348,2022-02-04,PI,Pilbara,53.4,0,0,53.4
349,2022-02-04,SW,South-West,266.6,11.8,0.2,278.6
350,2022-02-04,TL,Telfer,23.1,0,0.5,23.6
351,2022-02-05,DM,Dampier,164,0,3.8,167.8
352,2022-02-05,GO,Goldfields,43.8,0.4,58.6,102.8
353,2022-02-05,KG,Kalgoorlie,27.9,0.4,1.2,29.5
354,2022-02-05,KA,Karratha,39.3,0,0.1,39.4
355,2022-02-05,MT,Metro,298.2,25.1,6.7,330
356,2022-02-05,MW,Mid-West,0,0,3.1,3.1
357,2022-02-05,PR,Parmelia,3.4,12,3.9,19.3
358,2022-02-05,PI,Pilbara,53.9,0,0,53.9
359,2022-02-05,SW,South-West,266.9,10.7,0.2,277.8
360,2022-02-05,TL,Telfer,23.2,0,0.5,23.7
361,2022-02-06,DM,Dampier,163,0,2.7,165.7
362,2022-02-06,GO,Goldfields,46.3,0.5,58.7,105.5
363,2022-02-06,KG,Kalgoorlie,21.9,0.3,1.2,23.4
364,2022-02-06,KA,Karratha,39.3,0,0.1,39.4
365,2022-02-06,MT,Metro,244.5,26.3,6.9,277.7
366,2022-02-06,MW,Mid-West,0,0,2.9,2.9
367,2022-02-06,PR,Parmelia,3.5,13.7,3.8,21
368,2022-02-06,PI,Pilbara,52.5,0,0,52.5
369,2022-02-06,SW,South-West,246.6,13,0.3,259.9
370,2022-02-06,TL,Telfer,23.3,0,0.5,23.8
371,2022-02-07,DM,Dampier,157.6,0,3.4,161
372,2022-02-07,GO,Goldfields,42.7,0.3,58,101
373,2022-02-07,KG,Kalgoorlie,19.1,0.4,1.2,20.7
374,2022-02-07,KA,Karratha,38.2,0,0.6,38.8
375,2022-02-07,MT,Metro,261.7,36.4,7,305.1
376,2022-02-07,MW,Mid-West,0,0,2.8,2.8
377,2022-02-07,PR,Parmelia,3.3,15.4,4.1,22.8
378,2022-02-07,PI,Pilbara,48.4,0,0,48.4
379,2022-02-07,SW,South-West,250.1,13.6,0.2,263.9
380,2022-02-07,TL,Telfer,21.8,0,0.5,22.3
381,2022-02-08,DM,Dampier,164.2,0,2.7,166.9
382,2022-02-08,GO,Goldfields,36.9,0.3,59.5,96.7
383,2022-02-08,KG,Kalgoorlie,19.5,0.4,1.2,21.1
384,2022-02-08,KA,Karratha,35.8,0,0.8,36.6
385,2022-02-08,MT,Metro,245.2,37.9,8.6,291.7
386,2022-02-08,MW,Mid-West,0,0,2.9,2.9
387,2022-02-08,PR,Parmelia,3.3,16,4.1,23.4
388,2022-02-08,PI,Pilbara,51.5,0,0,51.5
389,2022-02-08,SW,South-West,240.4,14.3,0.2,254.9
390,2022-02-08,TL,Telfer,22,0,0.4,22.4
391,2022-02-09,DM,Dampier,165,0,3.1,168.1
392,2022-02-09,GO,Goldfields,37.6,0.4,60.4,98.4
393,2022-02-09,KG,Kalgoorlie,17.7,0.4,1.2,19.3
394,2022-02-09,KA,Karratha,37.3,0,0.5,37.8
395,2022-02-09,MT,Metro,223.4,37.6,9.1,270.1
396,2022-02-09,MW,Mid-West,0,0,3.3,3.3
397,2022-02-09,PR,Parmelia,3.3,14.8,4.1,22.2
398,2022-02-09,PI,Pilbara,50.1,0,0,50.1
399,2022-02-09,SW,South-West,229.2,13.1,0.2,242.5
400,2022-02-09,TL,Telfer,22.5,0,0.5,23
401,2022-02-10,DM,Dampier,167,0,2.5,169.5
402,2022-02-10,GO,Goldfields,38.6,0.5,61.9,101
403,2022-02-10,KG,Kalgoorlie,21.5,0.4,1.2,23.1
404,2022-02-10,KA,Karratha,36.9,0,0.4,37.3
405,2022-02-10,MT,Metro,295,38.2,8.3,341.5
406,2022-02-10,MW,Mid-West,0,0,3.2,3.2
407,2022-02-10,PR,Parmelia,3,12.5,4,19.5
408,2022-02-10,PI,Pilbara,50.3,0,0,50.3
409,2022-02-10,SW,South-West,282.7,13.2,0.2,296.1
410,2022-02-10,TL,Telfer,21.6,0,0.5,22.1
411,2022-02-11,DM,Dampier,165.1,0,3.3,168.4
412,2022-02-11,GO,Goldfields,35.5,0.5,62.3,98.3
413,2022-02-11,KG,Kalgoorlie,24.3,0.3,0.5,25.1
414,2022-02-11,KA,Karratha,37.3,0,0.5,37.8
415,2022-02-11,MT,Metro,313.1,33.2,8.9,355.2
416,2022-02-11,MW,Mid-West,0,0,3.1,3.1
417,2022-02-11,PR,Parmelia,3.7,14.5,4.7,22.9
418,2022-02-11,PI,Pilbara,49.3,0,0,49.3
419,2022-02-11,SW,South-West,285.7,12.4,0.2,298.3
420,2022-02-11,TL,Telfer,22.8,0,0.5,23.3
421,2022-02-12,DM,Dampier,168.8,0,3.7,172.5
422,2022-02-12,GO,Goldfields,33.2,0.4,63.2,96.8
423,2022-02-12,KG,Kalgoorlie,22.7,0.4,0.5,23.6
424,2022-02-12,KA,Karratha,38.8,0,0.2,39
425,2022-02-12,MT,Metro,252,29.2,9.1,290.3
426,2022-02-12,MW,Mid-West,0,0,3.2,3.2
427,2022-02-12,PR,Parmelia,3.9,13.5,4.5,21.9
428,2022-02-12,PI,Pilbara,46.9,0,0,46.9
429,2022-02-12,SW,South-West,266.1,12.7,0.3,279.1
430,2022-02-12,TL,Telfer,22.8,0,0.5,23.3
431,2022-02-13,DM,Dampier,166.2,0,3,169.2
432,2022-02-13,GO,Goldfields,38.3,0.4,62.4,101.1
433,2022-02-13,KG,Kalgoorlie,19.5,0.4,0.5,20.4
434,2022-02-13,KA,Karratha,41.2,0,0.1,41.3
435,2022-02-13,MT,Metro,273.1,28.7,9.3,311.1
436,2022-02-13,MW,Mid-West,0,0,3.1,3.1
437,2022-02-13,PR,Parmelia,3.8,13.8,4.8,22.4
438,2022-02-13,PI,Pilbara,51.3,0,0,51.3
439,2022-02-13,SW,South-West,266.4,12.9,0.4,279.7
440,2022-02-13,TL,Telfer,14.5,0,0.5,15
441,2022-02-14,DM,Dampier,168.1,0,3.7,171.8
